078686351X:-0.064465396 0.27478698 0.0106855 0.14854638 0.17997712 -0.0010450664 0.1184804 -0.068341695 -0.060506392 -0.15224418
006101432X:0.28340095 -0.09086198 0.49837205 0.08373941 0.06371494 -0.2189596 -0.23347448 -0.045025874 0.38716036 0.102109455
0140286276:0.21180995 -0.29319918 -0.15047404 0.5229248 -0.45080656 -0.68317807 0.041487385 -0.09174581 -0.27386785 -0.06872003
0446527130:0.51968676 0.18724862 0.32681522 0.6180275 0.34118435 -0.32253107 -0.066854514 -0.21818586 0.5380143 0.10208635
0425190749:-0.14711152 -0.12923662 0.46641272 0.07087453 -0.23219131 -0.5726784 -0.27949926 0.21721984 0.36136007 -0.316473
0061020710:-0.34156153 -0.16188136 0.504144 -0.020607911 0.16009596 0.14672945 0.55407095 0.16526793 -0.2238981 0.00016697441
1841952516:0.037382856 -0.18166028 -0.20404664 -0.00049101823 -0.3552989 0.07277114 0.5293213 -0.044954583 -0.17117082 0.2454573
0316800945:-0.031529676 -0.19307786 0.0731208 0.012065308 0.17561612 -0.32863164 0.1876851 -0.25569245 0.084049925 0.03534237
1551666960:0.22162122 -0.110799894 0.18212989 -0.033302903 0.10229896 0.035071142 -0.23738007 0.05265547 0.38487905 0.13176064
0886777631:-0.35162184 9.453352e-05 0.1913296 -0.5686479 -0.08968454 0.4842905 0.02771172 0.36938074 -0.21237256 0.04766161
0590477455:-0.260185 0.0018528777 -0.04562593 -0.56012976 -0.33386952 0.008931702 -0.1073099 0.48681858 0.09296158 0.3157541
0393314804:-0.3962402 0.1936633 -0.24719767 0.12193515 -0.26123413 -0.21057595 0.5125114 -0.0941384 -0.26712725 0.20185536
0373834365:0.1412999 0.17513128 0.49943978 -0.063049786 -0.31854236 0.0061772796 -0.30262315 -0.052747246 0.6036862 0.701519
0767908171:-0.545706 -0.0943648 0.18235697 -0.03931653 -0.37573078 -0.024206199 0.24174699 0.0059666946 -0.19505246 0.070355564
0060931671:-0.13356517 0.0600828 -0.08064907 0.12541915 -0.42544353 0.03250529 0.54556316 0.13574743 -0.42428032 0.14681509
0553568884:-0.26750478 0.57906336 0.25996175 0.48199025 0.059518196 0.41859597 -0.4462352 0.5031677 0.35725138 0.16927946
0385421982:0.43678552 0.16909108 0.563099 0.47991604 0.4173697 -0.38212922 -0.0501689 -0.052674692 0.7577174 -0.3291886
0316777730:-0.7003002 0.013627221 -0.30296195 0.24590522 -0.08607945 -0.6501296 0.71195126 -0.14255574 -0.10614689 -0.15875228
0786887842:0.46993124 -0.06837658 -0.28540534 -0.2208256 -0.3871709 -0.54698324 0.07049166 0.26733583 -0.26782954 0.14029318
0743233476:0.054566976 -0.18096852 0.082402565 -0.2391234 -0.18633854 -0.13195845 -0.29495144 -0.2789235 0.4913447 0.28954542
0440224772:0.2906661 0.5861842 0.9176237 0.43282706 0.6653823 -0.12717761 -0.2535996 -0.30515832 0.21692805 -0.34552047
0671795538:-0.3626336 -0.008533085 1.3106589 0.09115373 0.054053504 0.38482586 -0.6251374 0.062426295 0.05859397 0.8420055
0812533550:0.047918323 0.021107122 -0.087805375 0.050103586 -0.44264072 -0.38509095 0.19852136 0.26752338 -0.36295786 0.47002345
0684848783:0.2864668 -0.16312598 -0.21909548 0.52066964 -0.27405682 -0.23084806 0.10883138 -0.1460936 -0.17286998 0.10400324
1576738582:0.060745303 0.10524023 0.1523812 -0.08271692 -0.2856592 -0.24818243 -0.33400977 0.18342352 -0.0046647117 0.3212088
0441005489:-0.17206761 0.6965212 -0.2221308 0.058777098 -0.17402413 0.45665008 0.5288091 0.031092966 0.034230724 -0.44179627
0380762609:-0.5410653 0.050558217 0.86212254 -0.21477588 0.15923685 -0.33764994 -0.3713953 0.13442533 0.70081997 0.0947275
344244392X:-0.43968874 0.17127049 -0.06809151 -0.7346032 -0.60370016 0.3980253 -0.08129617 0.8054817 -0.1269715 -0.15867841
0671721755:-0.27374345 0.06902597 0.3468468 -0.0024776529 -0.48876995 0.2842388 -0.13974586 0.16590221 0.13576661 0.3719897
0140374248:-0.6260787 0.24505785 0.08921793 0.10238496 0.012029506 -0.45527968 0.587801 0.21375567 -0.060161006 -0.23052657
0449908100:0.06989274 0.44955704 0.1605893 0.22280097 -0.22036868 0.37087685 0.4249899 -0.038219135 0.07621835 -0.18933396
8408039369:-0.5794981 0.16116945 0.6440864 -0.00037536627 -0.5670777 0.9241873 -0.045419678 0.7016697 0.23824859 -0.016064633
0812513754:-0.7772559 0.08457762 0.59113204 0.06869177 0.4809755 0.7535751 -0.9904473 0.06991102 -0.97230405 0.6784464
0451171926:0.046327308 0.18227027 -0.056108788 0.5978123 0.19807453 0.24864708 0.11341741 0.3732782 0.65520084 0.11496457
3548202020:-0.25695828 -0.21579711 0.28203654 -0.55130714 -0.7970013 0.11918566 -0.026568944 0.4775777 -0.2719977 -0.08755615
0316158461:-0.33956105 0.07674814 0.11865923 0.18704125 0.26521093 -0.25830325 0.08184164 -0.071707375 -0.12729353 -0.1063291
0571056865:-0.08970446 -0.13325167 0.16071822 -0.11385313 -0.09586558 0.3527911 -0.04560647 0.3128823 -0.20095932 -0.010526332
0345386574:-0.11339684 -0.5655618 0.13957396 0.3952409 0.096706 -0.2700754 0.22221524 -0.17071795 0.16309296 -0.6121206
042519485X:-1.2479151 -0.32947645 0.5400688 0.009907131 -0.46025458 0.13349137 0.032542378 0.09197486 0.30976322 0.6614755
0752848224:0.081313044 -0.13252059 0.35065922 -0.35000572 0.055469792 0.12065904 0.113921516 0.3723257 -0.00214394 0.21584538
0060185147:-0.11705252 -0.121321574 0.43618983 -0.1955061 0.104138754 -0.03930132 -0.09108366 0.4021147 0.18402207 0.26428583
345307565X:-0.19406709 0.018166438 0.16417207 -1.0021119 -1.1248187 0.34349316 0.056385048 0.7921587 -0.7136267 0.026111996
0446343455:0.3102171 0.26602516 0.4397394 0.12704635 0.16971093 0.11219843 0.5431235 -0.32628044 0.26722845 -0.50346434
0812508645:-0.40811777 0.33758268 0.24197386 0.27535447 0.2227016 0.28359064 0.20697297 0.008729536 -0.11640391 0.14315411
0385498721:-0.17749871 0.2292712 -0.0994096 0.01720985 0.11793614 0.054878343 0.5787413 0.3799896 0.044023 -0.4381535
0312266324:0.15809062 -0.19651873 0.31421575 0.10150223 0.04774394 0.01048151 0.05176852 -0.12736948 -0.09090786 0.085212894
0451207521:0.5365457 0.011191003 0.35644177 0.01446946 0.14713466 0.05755965 -0.034813415 -0.2810246 0.47879526 0.5835726
0345319672:-0.39493376 -0.5617002 0.12639478 0.43019572 -0.11776074 -0.31917137 0.3093178 -0.15211353 0.075276576 0.114558585
0312278586:-0.25115117 -0.3074251 -0.048378676 0.35967758 0.12711588 -0.8235016 0.2759126 -0.17472808 -0.101676285 -0.11830876
0312302487:-0.31913644 -0.22450423 0.031227568 0.059345335 0.08725195 -0.33382013 0.55157954 -0.060346693 0.3798658 0.37430808
067980112X:-0.22411717 0.7687962 0.38808164 -0.09448315 -0.39246255 0.47991568 0.089980215 0.3231132 0.20916308 0.41443554
1576734749:-0.12908334 -0.29287374 -0.09998099 0.200729 -0.035434093 -0.060406994 -0.25798059 0.3353116 -0.18912742 0.29351234
0380791978:-0.7423224 -0.2096785 0.2581352 -0.062084362 -0.3117847 -0.30178252 0.6802463 -0.1759515 -0.733728 -0.2762955
8807812436:-0.1430738 -0.015907507 0.054182105 -0.036031432 -0.0791806 0.021134116 -0.049769886 0.110690035 0.07019633 -0.011107634
0679734589:0.102671154 -0.020579468 0.09534306 0.42563435 -0.19663559 -0.24536127 0.077535205 -0.21693139 -0.42538995 0.11923424
0066214440:-0.24450056 -0.6568758 -0.16331832 0.24423382 -0.23435266 -0.4925563 0.1825794 -0.27924174 -0.233822 0.5426703
034537472X:-0.5924067 0.20875184 0.19013622 -0.29934394 -0.27143964 0.10143098 -0.049994 0.35886624 -0.13725929 -0.40849197
0425109720:0.47836134 0.92355365 0.52601856 0.4642238 0.4136652 0.13537927 0.35458243 0.12286416 0.44530484 -0.52005285
0316291161:-0.3004346 -0.59613657 -0.10138478 0.28090215 0.004471198 -0.45072398 0.004915773 0.4970945 0.0030218845 0.0027632255
0345425480:-0.020172613 0.14446162 0.27720633 0.08254147 0.026531503 -0.27113563 -0.037717294 -0.07273615 -0.138831 0.01535647
0515118230:0.29019383 0.15736231 0.60836554 0.6457389 0.09689578 0.04279318 -0.36787412 0.017414236 0.22338082 0.52900237
0399145362:0.07074754 -0.3062334 0.6889912 0.16098115 0.26989508 -0.123521455 -0.28818762 -0.25884408 0.47131646 0.11207249
0345428560:-1.0192057 0.3874817 0.54282486 0.10181406 -0.3025687 0.16483182 0.3400128 -0.021656862 0.041966137 -0.0068920003
0140620869:-0.67326516 0.032387733 -0.17517006 -0.55120975 -0.1710935 -0.054703556 0.3274399 0.59766036 -0.24484454 -0.23097831
0316341029:-0.319531 0.09424313 -0.64128286 -0.10129891 -0.3748935 -0.2910218 0.35735098 -0.109855436 -0.061275616 0.091353096
0451190564:0.3869367 -0.6841355 0.6781865 1.368376 1.2113049 1.627556 -0.6935879 -0.8562063 0.4777879 0.62470096
0140096930:-0.031399425 -0.35132477 -0.24862142 0.13735521 0.06881219 -0.53625256 0.27511296 -0.19821191 -0.13005522 -0.18604968
8807813815:0.07321944 -0.17521892 0.12530874 -0.6611083 -0.109637275 0.34935987 -0.11333177 0.45480105 0.01017532 0.0025596207
0764226312:0.031765867 0.52693516 0.0605862 -0.2153157 -0.45537046 0.014160698 0.09747804 0.052511036 0.45956904 0.6238656
0553572024:-0.066883296 0.16582184 -0.03246819 0.57367647 -0.33504656 0.087095246 -0.44539118 -0.37524894 0.29832917 0.4050423
1853260231:-0.2764447 -0.10236465 0.1567271 0.120427705 -0.32224977 0.26511902 0.07408676 0.4300445 -0.45859215 0.038184024
155166819X:-0.29510638 0.22465774 0.53640413 -0.33761322 -0.53812975 0.16941592 0.05195433 0.47006834 0.33542958 0.5228827
0061030651:-0.01547358 0.3144968 0.35926017 -0.29539943 0.43603 0.35958096 -0.1745229 -0.2564532 0.34802735 -0.02115261
1576731278:0.043967206 -0.16399695 0.044178393 0.06694349 -0.030668953 -0.09552542 0.073446035 -0.1823957 0.08026292 0.1387344
0553288474:-0.49732128 -0.2104328 1.0439957 0.2693422 -0.7095817 0.055371158 -0.06524133 -0.20535928 0.15804505 0.94610214
0553286285:0.044211593 0.68822557 0.36245304 -0.106673166 -0.28783512 0.18528323 0.3406116 0.18458338 -0.09020417 0.06860182
0142001740:-0.21837445 -0.39780602 -0.20324281 0.34179717 0.076268636 -0.72151107 0.17112981 -0.22307225 -0.15547448 -0.12163128
0399150838:0.3659236 0.01601602 -0.07939616 0.31874356 -0.18045563 -0.44405332 0.22994119 -0.24136056 -0.25013435 -0.41479397
0821772953:0.10043763 -0.21808098 0.5980386 -0.5257648 0.016290968 -0.20044382 -0.44180468 -0.2516896 0.25641763 0.4167406
0312140940:-0.6495328 -0.08883439 -0.22262022 0.22766446 0.054451752 -0.67801416 0.41474685 -0.22433044 -0.25996634 -0.16426262
0446356875:0.069431834 0.21528465 0.6187816 -0.11084365 -0.017179986 -0.09434207 -0.64574987 0.13251796 0.5846271 0.38794103
158062524X:-0.15184906 0.29169625 0.36335212 0.015387755 -0.3449017 -0.14534295 -0.51889515 -0.18541025 0.11997198 0.31848207
039480001X:-0.9509518 0.9511155 0.35004157 0.38578117 -0.0606817 -0.26248953 0.8389215 0.25491133 0.13347845 -0.8367606
0586072527:-0.6397815 0.36464074 -0.022029137 0.6034283 -0.52643126 0.42963016 -0.67216593 0.22609888 0.12286086 0.007583187
0061030244:-0.03652467 -0.2229559 0.013813392 0.32779106 -0.041865394 -0.10205619 -0.36427015 -0.039431024 0.3208499 0.71931094
0451210220:0.10182161 -0.21119636 0.14035214 0.19333239 -0.24607016 0.021129126 -0.21630353 -0.31318545 0.18727714 0.31857353
0399143769:-0.037428588 -0.24631236 0.395999 0.16400826 0.11339494 -0.16828954 -0.17967074 0.14254598 0.5540111 -0.048979625
0486277852:-0.16826141 -0.161038 -0.27728054 -0.3081765 -0.24062863 -0.2348075 -0.0045676576 0.07101531 -0.2641178 -0.11950806
097096563X:-0.0015676201 0.043431174 -0.024557984 -0.00742054 0.0012659371 -0.014723754 -0.04146775 0.023674792 -0.03857894 0.026463693
0451452062:-0.16845722 0.27210099 0.3222358 -0.40670803 -0.44299984 0.5122429 0.32050818 0.2625444 -0.38640246 0.13171533
044173118X:0.12876642 0.29109827 0.600251 0.031788487 -0.140719 0.33377764 0.25397712 0.60553235 0.25800413 -0.07915237
0878578730:-0.16217124 0.44352815 0.37104982 0.32319483 -0.23545718 -0.07356807 -0.42158505 0.11144069 -0.02416828 0.20675284
2070364283:-0.48720992 -0.0838275 0.22282524 -0.18458891 -0.55865246 -0.016789097 -0.07218761 0.5023201 0.13932273 0.3410276
0064405109:-0.04006222 -0.23626935 0.7153507 0.43961984 -0.38424248 -0.4007341 -0.17871013 0.0062320437 0.37199274 -0.1653929
0380730359:0.014747412 -0.26817414 0.1386799 0.12371707 0.044782385 -0.23635386 0.04052259 -0.060056638 0.23246291 -0.15100847
0380727617:0.18543008 -0.10340756 -0.06427156 0.06116996 0.33515036 -0.23981395 0.1645967 -0.27562112 0.28282422 0.103723414
0812515501:-0.3756059 0.27268764 0.017781189 -0.020832267 -0.20891985 -0.3108359 0.24118859 0.61719435 -0.06578659 0.6145454
0380819635:-0.308235 0.05199753 0.71482193 0.17582837 -0.23563659 -0.24224752 -0.22811756 0.51249236 0.39882764 0.6004562
0440225698:0.20432048 0.86757296 0.80639565 0.21478876 0.42188796 -0.33721197 -0.6787622 -0.041643757 0.4598667 -0.57477707
0060926015:-0.60668266 0.30327553 -0.048384085 0.2731488 -0.22650452 0.13798766 0.18862456 -0.14176293 0.572184 -0.2239434
0385720106:0.14949968 -0.18746997 -0.31662068 0.7686203 0.05468332 -0.75634056 0.32760003 -0.7017875 0.20283155 -0.27474323
0061020656:-0.34407836 -0.068485975 0.3815974 -0.54424596 -0.19416824 0.40025008 0.36509612 0.64177924 -0.103879295 -0.2820746
0375707166:-0.28818813 -0.015462088 0.41834664 0.31718993 -0.09486658 -0.51242065 0.28504777 0.111052215 0.20710027 0.14980863
0451192028:0.0008457353 0.30489463 0.33448902 0.7076462 0.15498349 -0.004754432 -0.015273278 -0.5897196 -0.084258206 0.34907028
0385318073:0.08708756 -0.33186597 0.16444138 0.42868155 -0.31036982 -0.5012367 -0.14963159 -0.16588394 0.02241267 -0.627505
0099485419:-0.164496 -0.046067342 0.070729434 -0.22348036 -0.4607495 -0.22287908 -0.2877568 -0.08517416 0.057491913 0.23968425
0688058914:0.3652458 0.29083627 0.3963877 0.35074598 -0.0048872367 -0.011113998 -0.06062306 -0.34273422 -0.05687863 0.22791782
0743428587:0.1887829 0.2767505 0.12519464 0.012267845 -0.03715062 -0.30883127 -0.2518311 0.40137696 0.3864718 0.44974074
0375703829:-0.63408077 -0.23059319 0.02430979 0.10048714 -0.10630953 -0.26452914 0.23154391 -0.08406617 -0.46959743 -0.056912735
0140248927:-0.52288336 -0.05616566 -0.2595984 0.19510236 -0.23114315 -0.7859473 0.2824025 0.16967954 -0.07217045 -0.022590628
0446611778:0.7201804 0.43029112 0.4059245 -0.54878134 -0.14969267 0.123396195 0.007403189 -0.6684425 0.6429432 0.26885056
0099771519:-0.28387925 -0.5353753 -0.24285546 -0.19310915 -0.36038658 -0.28221834 0.50274444 0.3549746 -0.40695348 -0.124111086
0871138018:-0.0896408 -0.45349672 0.08024601 0.07412984 -0.14751452 0.0014544202 -0.24147737 0.060845364 -0.18774316 -0.04906915
0425171078:-0.3563204 0.375715 0.7820814 0.16476232 -0.38621163 0.2699751 0.10577684 -0.005640197 0.5976398 0.58536315
0140052801:-0.569974 0.4692963 0.3431274 0.22278607 0.37991273 -0.18230407 0.12873943 0.4140948 0.21737024 -0.051204596
0399148787:0.027805245 -0.32546684 0.5290341 0.105446085 0.6286843 -0.23942117 -0.3956388 0.039785672 0.51299113 0.09782734
0425195457:0.10876504 0.34043816 0.5078348 0.4933444 0.2967592 -0.17888832 -0.58950263 -0.2383762 0.5889978 0.28831998
0425152901:0.17603399 0.09687046 0.73487914 -0.33598423 -0.064948305 -0.00038457272 -0.10915069 -0.48001128 0.59377486 -0.13108459
0679742298:-0.21552369 0.15201928 -0.20882471 0.5232862 -0.43184978 -0.27703568 0.27566665 -0.2177463 0.09560648 0.31644717
8807813025:0.07081101 -0.056023333 0.21936901 -0.2772148 -0.20379145 0.4529531 0.1736577 0.42897195 0.03548655 0.01115336
0451410777:0.3245517 0.30241075 0.4993353 0.25590938 -0.025617065 0.4410543 -0.63847464 0.020898834 0.37161636 0.5706878
0099747200:-0.49233833 -0.0031765958 0.081516996 -0.19292636 -0.27660576 -0.41369152 0.10691049 0.5870842 -0.5220059 0.0050608264
0451458265:0.06183079 0.125496 -0.22885256 0.05604354 -0.39813894 0.044076733 0.36322984 -0.13669817 -0.1069876 0.12223008
0140620540:-0.43894807 -0.4987174 0.48564085 -0.41050714 -0.46899652 0.30127186 -0.20385449 0.71118736 -0.60037005 -0.3007651
0140275290:-0.10451259 -0.36210874 0.25332862 0.2372885 -0.06475141 0.053512055 0.5544204 0.6409569 0.052757826 0.123589694
1551666022:-0.08100087 -0.20045215 0.16946775 0.08290433 0.10164667 0.04309782 0.22157796 0.20678777 0.56919795 1.0990686
0740713922:-0.040919445 -0.028907534 -0.004403839 0.296517 -0.089354865 -0.031287614 0.050777588 1.0183555 -0.26716593 0.3084419
0553288733:-0.18334825 -0.0538778 0.24189071 0.29206577 -0.20874698 0.5482794 -0.27446783 0.26666555 -0.038457338 0.12510736
0140241930:-0.19895738 0.081949085 -0.18134433 -0.28298646 -0.27724364 0.6822981 0.099468395 0.033010516 0.012079975 -0.04956274
0440215900:0.15852605 0.5462194 0.85624886 -0.16711809 0.2857687 -0.26172104 -0.33296284 0.10867645 0.4828781 0.2047576
074340050X:-0.3486522 0.12952304 0.009318667 -0.6297954 -0.28661573 -0.09544522 0.3613237 0.47420716 0.5203204 0.18828498
2253006920:-0.32024205 -0.030560048 0.14026806 0.003572494 -0.60727537 -0.045389537 0.003690236 0.576993 0.14761205 0.32608613
0451131517:0.83476436 0.53062636 0.048672285 0.04409422 -0.042804576 0.17110418 -0.18521847 -0.25177783 0.52886015 -0.00049764384
0886772540:-0.32200208 -0.05575419 0.4004272 -0.42427042 -0.64407676 0.47137406 0.21520281 0.48867682 -0.2837873 0.43009052
0060938412:-0.25088814 -0.4692233 0.37053457 0.19342539 0.067896836 -0.70802706 0.27449998 0.061189823 0.058633856 0.36798963
0140185232:-0.3066945 0.26463765 -0.059727397 0.09705999 0.12821423 0.037395466 0.4220941 -0.019158252 -0.44541174 0.03786381
0380729768:-0.07926812 -0.0982305 0.24327314 0.3247376 -0.035718754 -0.31102094 -0.044609234 -0.007247933 0.24735041 -0.19333594
3807701710:-0.5157913 -0.20300269 0.13158984 -0.75578433 -0.49065727 0.33337793 -0.46045905 0.7381639 -0.23470385 0.09113432
0099416883:0.07571369 0.12928364 0.36550122 0.25829837 -0.3444002 0.0983724 0.50327945 0.44642094 0.23802564 0.37354088
0553263226:-0.021857776 0.45712867 0.03852991 0.9594832 0.38741037 0.63050115 -0.62114996 0.034668334 0.6735188 0.8909887
0553204564:0.031816248 0.05826095 -0.0093073165 0.1737229 -0.39555597 0.10188396 0.24793017 -0.16596515 0.019802092 0.31933305
0671873202:0.4565271 1.3488498 1.4377772 -0.42053387 1.0415882 -0.58768123 0.09463587 0.7479628 -0.09032671 0.7214776
0385501560:-0.072274216 0.050794557 -0.38438052 0.06988777 -0.21998695 -0.2867922 0.12536554 0.036099385 -0.15785234 -0.1407598
006109157X:0.2668441 -0.4200137 0.5023978 0.016040932 0.68081135 -0.0011700534 -0.41805422 -0.20622881 0.4828348 0.21400532
0425146413:0.7296927 0.46352464 0.4201877 0.491819 0.059931558 0.3617757 -0.74924517 0.14159624 1.1471674 -1.0593034
0312987625:-1.3641422 -0.21266654 1.3057017 -0.45606446 -0.25701365 0.41114748 0.06939264 0.05437534 0.44503334 0.08597101
0399142487:-0.1184854 0.5562096 0.3582366 -0.4580973 0.010960995 0.12061362 -0.31785864 0.06738064 0.15141165 -0.30740514
0515103977:-0.18130796 0.27891564 0.3644063 0.046271686 -0.36264995 0.5098184 -0.46500555 0.19153988 0.589074 0.7767792
0440223571:-0.04807267 0.4283827 -0.1867574 0.55619603 0.19223635 0.029601723 0.048500746 -0.57233304 0.35165834 0.09412829
0345440056:-0.18809886 0.11430282 0.6605102 -0.35051215 -0.008047266 -0.4038326 -0.16801 0.0681544 0.36810264 0.3439057
0440216745:0.4727077 0.16832137 0.49230865 0.6754569 0.15749584 -0.18275769 -0.2786553 -0.19731443 0.11891404 0.36083326
0373240880:-0.44626927 0.24505888 0.732033 0.09490646 0.23189087 -0.014745276 -0.9363647 0.6792319 0.20711602 0.9452832
0486270696:-0.063099876 -0.060788076 0.12241151 0.21413492 0.0018176857 0.19397298 0.39620468 -0.424128 -0.3344062 0.025769548
2253007102:-0.7469464 -0.33920956 0.18971516 -0.5128787 -0.8144333 0.2632389 -0.013353712 1.1735168 0.0898026 0.50113934
0062517856:-0.43157166 -0.4278283 0.02723489 0.5326407 -0.032985434 -0.5051499 0.1305806 -0.45204785 0.016582856 0.33039048
0449149986:0.299999 0.062497046 0.6699064 0.41114596 0.24089457 -0.08669299 -0.23934288 -0.22422767 0.35026038 -0.07504615
0345407113:-0.13920328 0.34842575 0.3718082 0.11929709 -0.17659597 0.122311376 0.43591073 0.15757212 0.2602953 -0.0146492245
0399138684:-0.22978407 0.23376821 0.20544498 0.29214138 -0.34643278 -0.0075165937 0.24923192 0.313031 0.24843466 0.22763568
0679445315:-0.28483352 -0.07451542 0.054129604 -0.10814355 -0.020734902 -0.45666924 0.06375119 -0.081742555 -0.19223894 0.03073467
0061097640:0.019997545 -0.36014035 -0.40604526 0.41541374 0.055274688 -0.37933967 0.1495577 -0.22655605 -0.106307164 0.07719158
0679745688:-0.01756405 0.07535974 -0.16710728 -0.11810277 -0.51382816 -0.22576766 0.5766379 0.33813417 0.15567265 -0.09904139
0553561618:0.7544197 0.18165685 0.42369166 0.5523159 -0.19613765 0.45615435 -0.6440443 -0.63385665 0.6261861 0.8192465
0446609609:0.38847762 0.29531392 0.48040107 0.07174211 -0.1619383 0.24996506 0.021728324 -0.40707147 0.39416686 0.14323227
0449245489:0.01910049 0.22927053 0.115025446 0.31674212 -0.4221507 -0.3228874 0.21343547 -0.27934992 0.20389077 0.249833
0385333463:-0.08964741 0.35000202 0.52891004 0.10026088 0.12190154 -0.33181486 -0.24883406 -0.102188 0.24738334 0.08477774
0425192725:0.114149235 0.08527305 0.46146485 0.16634475 0.07751645 -0.26445574 0.039309423 -0.31099647 0.324314 -0.01197789
0449006344:0.10546562 0.26831087 0.49825203 0.296052 0.10463631 -0.07254691 -0.023364877 -0.6088484 0.43449977 0.54066455
0515134473:-1.4028198 0.1790027 1.0745249 1.0548338 0.45879954 1.0750264 -0.9622008 -0.24597917 -1.5263611 0.012713444
8420646032:0.13987716 -0.12131028 0.23395854 -0.10185943 0.051557783 0.41811672 0.12698704 0.2532902 -0.40881416 0.08060523
